Code,Party,Income level,GDP USD Mar 2025,Human Development Index 2022,Region Name,Sub-region Name,Least Developed Countries (LDC),Small Island Developing States (SIDS),OECD,Title,FileType,Language,Version,Status,SubmissionDate,EncodedAbsUrl,OriginalFilename,filename
SDN,Sudan,Low income,109265503111,0.516,Africa,Northern Africa,1,0,0,Sudan's First NDC,NDC,English,3,Active,2022-09-22,https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf,Sudan Updated First NDC-12102021.pdf,Sudan.txt
SUR,Suriname,Upper middle income,3455146281,0.690,Americas,Latin America and the Caribbean,0,1,0,Suriname Second NDC,NDC,English,2,Active,2019-12-09,https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20Second%20NDC.pdf,Suriname Second NDC.pdf,Suriname.txt
SWE,Sweden,High income,584960475767,0.952,Europe,Northern Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Sweden.txt
CHE,Switzerland,High income,884940402230,0.967,Europe,Western Europe,0,0,1,Switzerland second NDC 2031-2035,NDC,English,,Active,2025-01-29,https://unfccc.int/sites/default/files/2025-01/Switzerland%20second%20NDC%202031-2035.pdf,Switzerland second NDC 2031-2035.pdf,Switzerland.txt
SYR,Syrian Arab Republic,Low income,,0.557,Asia,Western Asia,0,0,0,Syrian Arab Republic First NDC,Translation,English,1,Active,2018-11-30,https://unfccc.int/sites/default/files/NDC/2022-06/FirstNDC-Eng-Syrian%20Arab%20Republic.pdf,FirstNDC-Eng-Syrian Arab Republic.pdf,Syrian_Arab_Republic.txt
TJK,Tajikistan,Lower middle income,12060602009,0.679,Asia,Central Asia,0,0,0,Tajikistan First NDC (Updated submission),Translation,English,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_TAJIKISTAN_ENG.pdf,NDC_TAJIKISTAN_ENG.pdf,Tajikistan.txt
THA,Thailand,Upper middle income,514968699239,0.803,Asia,South-eastern Asia,0,0,0,Thailand​ 2nd​ Updated​ NDC,NDC,English,3,Active,2022-11-02,https://unfccc.int/sites/default/files/NDC/2022-11/Thailand%202nd%20Updated%20NDC.pdf,Thailand 2nd Updated NDC.pdf,Thailand.txt
TLS,Timor-Leste,Lower middle income,2079916900,0.566,Asia,South-eastern Asia,1,1,0,Timor-Leste Updated NDC 2022-2030,NDC,English,2,Active,2022-11-08,https://unfccc.int/sites/default/files/NDC/2022-11/Timor_Leste%20Updated%20NDC%202022_2030.pdf,Timor_Leste Updated NDC 2022_2030.pdf,Timor_Leste.txt
TGO,Togo,Low income,9171261838,0.547,Africa,Sub-Saharan Africa,1,0,0,Togo First NDC (Updated submission),NDC,French,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9es_Togo_Document%20int%C3%A9rimaire_rv_11%2010%2021.pdf,CDN Revisées_Togo_Document intérimaire_rv_11 10 21.pdf,Togo.txt
TON,Tonga,Upper middle income,,0.739,Oceania,Polynesia,0,1,0,Tonga Second NDC,NDC,English,2,Active,2020-12-09,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga%27s%20Second%20NDC.pdf,Tonga's Second NDC.pdf,Tonga.txt
TTO,Trinidad and Tobago,High income,27372285698,0.814,Americas,Latin America and the Caribbean,0,1,0,Trinidad and Tobago First NDC,NDC,English,1,Active,2018-02-22,https://unfccc.int/sites/default/files/NDC/2022-06/Trinidad%20and%20Tobago%20Final%20INDC.pdf,Trinidad and Tobago Final INDC.pdf,Trinidad_Tobago.txt
TUN,Tunisia,Lower middle income,48529595417,0.732,Africa,Northern Africa,0,0,0,Updated NDC - English version,Translation,English,2,Active,2021-10-10,https://unfccc.int/sites/default/files/NDC/2022-08/CDN%20-%20Updated%20-english%20version.pdf,CDN - Updated -english version.pdf,Tunisia.txt
TUR,Türkiye,Upper middle income,1118252964261,0.855,Asia,Western Asia,0,0,1,TÜRKİYE UPDATED 1st NDC,NDC,English,N/A,Active,2023-04-13,https://unfccc.int/sites/default/files/NDC/2023-04/T%C3%9CRK%C4%B0YE_UPDATED%201st%20NDC_EN.pdf,TÜRKİYE_UPDATED 1st NDC_EN.pdf,Turkiye.txt
TKM,Turkmenistan,Upper middle income,60628857143,0.744,Asia,Central Asia,0,0,0,Nationally Determined Contribution of Turkmenistan under the Paris Agreement,Translation,English,2,Active,2023-01-30,https://unfccc.int/sites/default/files/NDC/2023-01/NDC_Turkmenistan_12-05-2022_approv.%20by%20Decree_Eng.pdf,NDC_Turkmenistan_12-05-2022_approv. by Decree_Eng.pdf,Turkmenistan.txt
TUV,Tuvalu,Upper middle income,62280311.59,0.653,Oceania,Polynesia,1,1,0,Government of Tuvalu Updated Nationally Determined Contribution,NDC,English,2,Active,2022-11-16,https://unfccc.int/sites/default/files/NDC/2023-02/Tuvalus%20Updated%20NDC%20for%20UNFCCC%20Submission.pdf,Tuvalus Updated NDC for UNFCCC Submission.pdf,Tuvalu.txt
UGA,Uganda,Low income,48768955863,0.550,Africa,Sub-Saharan Africa,1,0,0,Uganda's Updated NDC,NDC,English,3,Active,2022-09-12,https://unfccc.int/sites/default/files/NDC/2022-09/Updated%20NDC%20_Uganda_2022%20Final.pdf,Updated NDC _Uganda_2022 Final.pdf,Uganda.txt
UKR,Ukraine,Upper middle income,178757021965,0.734,Europe,Eastern Europe,0,0,0,Ukraine First NDC (Updated submission),NDC,English,2,Active,2021-07-31,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20NDC_July%2031.pdf,Ukraine NDC_July 31.pdf,Ukraine.txt
ARE,United Arab Emirates,High income,514130432653,0.937,Asia,Western Asia,0,0,0,The United Arab Emirates’ Third Nationally Determined Contribution (NDC 3.0),NDC,English,,Active,2024-11-06,https://unfccc.int/sites/default/files/2024-11/UAE-NDC3.0.pdf,UAE-NDC3.0.pdf,UAE.txt
GBR,United Kingdom of Great Britain and Northern Ireland,High income,3380854520810,0.940,Europe,Northern Europe,0,0,1,The UK’s 2035 NDC ICTU,NDC,English,,Active,2025-01-30,https://unfccc.int/sites/default/files/2025-01/UK%27s%202035%20NDC%20ICTU.pdf,UK's 2035 NDC ICTU.pdf,UK.txt
TZA,United Republic of Tanzania,Lower middle income,79062403821,0.532,Africa,Sub-Saharan Africa,1,0,0,United Republic of Tanzania First NDC (Updated submission),NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/TANZANIA_NDC_SUBMISSION_30%20JULY%202021.pdf,TANZANIA_NDC_SUBMISSION_30 JULY 2021.pdf,United_Republic_Tanzania.txt
USA,United States of America,High income,27720709000000,0.927,Americas,Northern America,0,0,1,United States of America 2035 NDC,NDC,English,,Active,2024-12-19,https://unfccc.int/sites/default/files/2024-12/United%20States%202035%20NDC.pdf,United States 2035 NDC.pdf,USA.txt
URY,Uruguay,High income,77240830877,0.830,Americas,Latin America and the Caribbean,0,0,0,Uruguay Third NDC,NDC,Spanish,,Active,2024-12-30,https://unfccc.int/sites/default/files/2025-01/20241220_Uruguay_NDC3.pdf,20241220_Uruguay_NDC3.pdf,Uruguay.txt
UZB,Uzbekistan,Lower middle income,101591769702,0.727,Asia,Central Asia,0,0,0,Uzbekistan First NDC (Updated submission),Translation,English,2,Active,2021-10-30,https://unfccc.int/sites/default/files/NDC/2022-06/Uzbekistan_Updated%20NDC_2021_EN.pdf,Uzbekistan_Updated NDC_2021_EN.pdf,Uzbekistan.txt
VUT,Vanuatu,Lower middle income,1126313359,0.614,Oceania,Melanesia,0,1,0,Vanuatu NDC Revised and Enhanced,NDC,English,3,Active,2022-08-09,https://unfccc.int/sites/default/files/NDC/2022-08/Vanuatu%20NDC%20Revised%20and%20Enhanced.pdf,Vanuatu NDC Revised and Enhanced.pdf,Vanuatu.txt
VEN,Venezuela (Bolivarian Republic of),,,0.699,Americas,Latin America and the Caribbean,0,0,0,Venezuela (Bolivarian Republic of) First NDC (Updated submission),NDC,Spanish,2,Active,2021-11-09,https://unfccc.int/sites/default/files/NDC/2022-06/Actualizacion%20NDC%20Venezuela.pdf,Actualizacion NDC Venezuela.pdf,Venezuela.txt
VNM,Viet Nam,Lower middle income,429716969044,0.726,Asia,South-eastern Asia,0,0,0,Viet Nam NDC 2022 Update,NDC,English,3,Active,2022-11-08,https://unfccc.int/sites/default/files/NDC/2022-11/Viet%20Nam%20NDC%202022%20Update.pdf,Viet Nam NDC 2022 Update.pdf,Viet_Nam.txt
ZMB,Zambia,Lower middle income,27577956471,0.569,Africa,Sub-Saharan Africa,1,0,0,Provisional NDC 3.0,NDC,English,,Active,2025-03-10,https://unfccc.int/sites/default/files/2025-03/Provisional%20NDC%20Submission_Zambia_Revised%20and%20Updated_NDC_100325.pdf,Provisional NDC Submission_Zambia_Revised and Updated_NDC_100325.pdf,Zambia.txt
ZWE,Zimbabwe,Lower middle income,35231367886,0.550,Africa,Sub-Saharan Africa,0,0,0,Zimbabwe NDC3.0 Country Statement,NDC,English,,Active,2025-02-10,https://unfccc.int/sites/default/files/2025-02/Zimbabwe%20NDC3.0%20Country%20Statement_2025_35.pdf,Zimbabwe NDC3.0 Country Statement_2025_35.pdf,Zimbabwe.txt
